otel_ad,fiyat,SVR Predicted Price,RF Predicted Price,SVR Price Difference,RF Price Difference,SVR Fair Price Percentage,RF Fair Price Percentage,SVR Fair Price Range,RF Fair Price Range
Aspen Hotel,6120.0,12107.9,8412.9,-5987.9,-2292.8999999999996,97.84,37.47,Significantly Overpriced,Significantly Overpriced
Bergama Taşkonak,6200.0,11351.4,13106.4,-5151.4,-6906.4,83.09,111.39,Significantly Overpriced,Significantly Overpriced
Bambu Alaçatı,10000.0,11142.8,8403.3,-1142.7999999999993,1596.7000000000007,11.43,15.97,Overpriced,Overpriced
Costa Maya Bodrum,8934.7,11648.7,14783.0,-2714.0,-5848.299999999999,30.38,65.46,Significantly Overpriced,Significantly Overpriced
Belsea Hotel,12520.8,10147.7,11164.6,2373.0999999999985,1356.199999999999,18.95,10.83,Overpriced,Overpriced
Belong Butik Hotel,4796.0,10475.3,10540.0,-5679.299999999999,-5744.0,118.42,119.77,Significantly Overpriced,Significantly Overpriced
Avantgarde Refined Yalıkavak,9732.8,12783.9,11564.3,-3051.1000000000004,-1831.5,31.35,18.82,Significantly Overpriced,Overpriced
Bu Bungalow Hotel,8800.0,9118.1,9822.2,-318.10000000000036,-1022.2000000000007,3.61,11.62,Fair,Overpriced
Blue White Hotel,13069.7,12406.6,11878.5,663.1000000000004,1191.2000000000007,5.07,9.11,Slight Overpriced,Slight Overpriced
Bodrum Marma Otel,5940.0,8259.8,7422.4,-2319.7999999999993,-1482.3999999999996,39.05,24.96,Significantly Overpriced,Significantly Overpriced
Chez Rumi Butik Otel Şirince,8000.0,11936.8,8945.0,-3936.7999999999993,-945.0,49.21,11.81,Significantly Overpriced,Overpriced
Dionisus Lara Otel,4896.0,10863.5,6394.2,-5967.5,-1498.1999999999998,121.89,30.6,Significantly Overpriced,Significantly Overpriced
Char Me Hotel,18900.0,10375.0,15222.0,8525.0,3678.0,45.11,19.46,Significantly Overpriced,Overpriced
Caresse A Luxury Collection Resort Spa,94828.2,12770.8,27599.7,82057.4,67228.5,86.53,70.9,Significantly Overpriced,Significantly Overpriced
Cocopalm Boutique Hotel,24000.0,11380.8,19117.7,12619.2,4882.299999999999,52.58,20.34,Significantly Overpriced,Significantly Overpriced
Casa Bi Otel,43920.0,12915.8,36958.6,31004.2,6961.4000000000015,70.59,15.85,Significantly Overpriced,Overpriced
Coastline Boutique Hotel,7400.0,10701.0,8122.5,-3301.0,-722.5,44.61,9.76,Significantly Overpriced,Slight Overpriced
Club Çapa,7195.1,13561.9,17538.6,-6366.799999999999,-10343.499999999998,88.49,143.76,Significantly Overpriced,Significantly Overpriced
Elda Köyiçi Alaçatı,4840.0,11286.6,6690.6,-6446.6,-1850.6000000000004,133.19,38.24,Significantly Overpriced,Significantly Overpriced
Elda Alaçatı Butik Otel,6700.0,8044.8,6907.9,-1344.8000000000002,-207.89999999999964,20.07,3.1,Significantly Overpriced,Fair
Çeşme Marin Butik Otel,18394.9,8921.0,16013.2,9473.900000000001,2381.7000000000007,51.5,12.95,Significantly Overpriced,Overpriced
The Sansa Hotel,7760.0,8994.6,8564.4,-1234.6000000000004,-804.3999999999996,15.91,10.37,Overpriced,Overpriced
Dionysos 1789 Boutique Hotel,6730.5,12816.0,11211.7,-6085.5,-4481.200000000001,90.42,66.58,Significantly Overpriced,Significantly Overpriced
Der Inn Hotel Lara,6131.6,11099.3,9706.8,-4967.699999999999,-3575.199999999999,81.02,58.31,Significantly Overpriced,Significantly Overpriced
Dolunay Suit Beach,11900.0,11062.7,9789.0,837.2999999999993,2111.0,7.04,17.74,Slight Overpriced,Overpriced
Dolphin Butik Otel,17850.0,12985.6,17902.1,4864.4,-52.099999999998545,27.25,0.29,Significantly Overpriced,Fair
Ena Boutique Hotel,15068.4,10023.0,13192.7,5045.4,1875.699999999999,33.48,12.45,Significantly Overpriced,Overpriced
Deniz Kızı Otel,13124.0,12011.2,12719.9,1112.7999999999993,404.10000000000036,8.48,3.08,Slight Overpriced,Fair
Ena Serenity Boutique Hotel,6800.0,8648.2,7441.3,-1848.2000000000007,-641.3000000000002,27.18,9.43,Significantly Overpriced,Slight Overpriced
Dream Time Hotel,8309.5,10353.0,7703.0,-2043.5,606.5,24.59,7.3,Significantly Overpriced,Slight Overpriced
Esmeralda Butik Otel,22530.9,11689.6,8791.9,10841.300000000001,13739.000000000002,48.12,60.98,Significantly Overpriced,Significantly Overpriced
Evin Park Suit,11386.6,8598.8,10612.7,2787.800000000001,773.8999999999996,24.48,6.8,Significantly Overpriced,Slight Overpriced
Espira By Antioch,12400.0,9290.6,10286.5,3109.3999999999996,2113.5,25.08,17.04,Significantly Overpriced,Overpriced
Fener Konaklama,20000.0,11030.9,17317.1,8969.1,2682.9000000000015,44.85,13.41,Significantly Overpriced,Overpriced
Espina Hotel,11298.2,7846.9,10288.9,3451.300000000001,1009.3000000000011,30.55,8.93,Significantly Overpriced,Slight Overpriced
Ertan Otel Çeşme,10200.0,12393.3,15560.2,-2193.2999999999993,-5360.200000000001,21.5,52.55,Significantly Overpriced,Significantly Overpriced
Perla Otel Dikili,6600.0,11076.8,9759.0,-4476.799999999999,-3159.0,67.83,47.86,Significantly Overpriced,Significantly Overpriced
Geo Beach Hotel,5500.0,12605.8,7669.9,-7105.799999999999,-2169.8999999999996,129.2,39.45,Significantly Overpriced,Significantly Overpriced
Gümüş Peninsula Hotel,20100.4,13180.1,18384.8,6920.300000000001,1715.6000000000022,34.43,8.54,Significantly Overpriced,Slight Overpriced
Etiz Hotels Alaçatı,4226.8,10864.8,6677.5,-6637.999999999999,-2450.7,157.05,57.98,Significantly Overpriced,Significantly Overpriced
Hera Hotels Alaçatı,10000.0,8637.8,10923.3,1362.2000000000007,-923.2999999999993,13.62,9.23,Overpriced,Slight Overpriced
Hill House (Adult Only),16267.6,11000.1,16054.6,5267.5,213.0,32.38,1.31,Significantly Overpriced,Fair
Helis Suites Bitez,20927.4,11105.3,12299.5,9822.100000000002,8627.900000000001,46.93,41.23,Significantly Overpriced,Significantly Overpriced
Hillcity Hotel Kaş,12399.1,12205.6,12198.5,193.5,200.60000000000036,1.56,1.62,Fair,Fair
Hadrian Gate Hotel,9698.0,8121.5,10315.6,1576.5,-617.6000000000004,16.26,6.37,Overpriced,Slight Overpriced
Hotel 1207 Special Class,9708.1,9929.1,9017.3,-221.0,690.8000000000011,2.28,7.12,Fair,Slight Overpriced
Hotel B House Alaçatı,34000.0,12403.4,28450.4,21596.6,5549.5999999999985,63.52,16.32,Significantly Overpriced,Overpriced
Expo Park Hotel,17200.0,12043.6,15815.4,5156.4,1384.6000000000004,29.98,8.05,Significantly Overpriced,Slight Overpriced
Houdini Hotel Urla,10000.0,11510.5,11574.3,-1510.5,-1574.2999999999993,15.1,15.74,Overpriced,Overpriced
İlios Butik Hotel,14520.0,11463.6,13715.1,3056.3999999999996,804.8999999999996,21.05,5.54,Significantly Overpriced,Slight Overpriced
"G Beyond Apartments Villas, Yalıkavak",13868.2,11000.1,16054.6,2868.1000000000004,-2186.3999999999996,20.68,15.77,Significantly Overpriced,Overpriced
İğdeli Han Suite,18000.0,8951.0,10519.4,9049.0,7480.6,50.27,41.56,Significantly Overpriced,Significantly Overpriced
Hotel Pier Bodrum,9760.0,7674.4,9255.3,2085.6000000000004,504.7000000000007,21.37,5.17,Significantly Overpriced,Slight Overpriced
Gözegir Hotel +16,10010.8,11000.1,16054.6,-989.3000000000011,-6043.800000000001,9.88,60.37,Slight Overpriced,Significantly Overpriced
Isolina Bodrum,12902.8,12119.8,15410.9,783.0,-2508.1000000000004,6.07,19.44,Slight Overpriced,Overpriced
İberis Lara Hotel,5007.0,7759.7,5991.4,-2752.7,-984.3999999999996,54.98,19.66,Significantly Overpriced,Overpriced
Just Dream Suite,6000.0,7879.8,9046.6,-1879.8000000000002,-3046.6000000000004,31.33,50.78,Significantly Overpriced,Significantly Overpriced
İmaj Beach Otel,11200.0,12219.4,13336.7,-1019.3999999999996,-2136.7000000000007,9.1,19.08,Slight Overpriced,Overpriced
Joya Del Mar Hotel,28800.0,12261.6,26514.5,16538.4,2285.5,57.42,7.94,Significantly Overpriced,Slight Overpriced
June Alaçatı (15+ Adult Only),19200.0,11000.1,16054.6,8199.9,3145.3999999999996,42.71,16.38,Significantly Overpriced,Overpriced
İrenic Hotel,9385.2,9435.3,10268.4,-50.099999999998545,-883.1999999999989,0.53,9.41,Fair,Slight Overpriced
İnci Mira Hotel,7791.5,9962.6,8727.3,-2171.1000000000004,-935.7999999999993,27.86,12.01,Significantly Overpriced,Overpriced
Kalamar Hotel,8721.4,12571.9,10160.0,-3850.5,-1438.6000000000004,44.15,16.5,Significantly Overpriced,Overpriced
La Luna Butik Otel,10117.0,11000.1,16054.6,-883.1000000000004,-5937.6,8.73,58.69,Slight Overpriced,Significantly Overpriced
Kaliptus Hotel,4200.0,10297.9,6766.9,-6097.9,-2566.8999999999996,145.19,61.12,Significantly Overpriced,Significantly Overpriced
Lal Azure Hotel Alaçatı,9996.0,11114.6,10007.9,-1118.6000000000004,-11.899999999999636,11.19,0.12,Overpriced,Fair
Jura Hotels Bodrum Resort,8703.5,12941.4,8998.9,-4237.9,-295.39999999999964,48.69,3.39,Significantly Overpriced,Fair
La Cactus Butik Otel,9732.8,11676.6,10512.6,-1943.800000000001,-779.8000000000011,19.97,8.01,Overpriced,Slight Overpriced
Kalkan Saray Suites (Adult Only +13),13920.0,11000.1,16054.6,2919.8999999999996,-2134.6000000000004,20.98,15.33,Significantly Overpriced,Overpriced
Lacitrus Villa Hotel,10015.1,9563.6,12826.4,451.5,-2811.2999999999993,4.51,28.07,Fair,Significantly Overpriced
Kamelya Otel Selimiye,10000.0,12218.9,10324.3,-2218.8999999999996,-324.2999999999993,22.19,3.24,Significantly Overpriced,Fair
Lavender Otel,4400.0,11955.4,7051.9,-7555.4,-2651.8999999999996,171.71,60.27,Significantly Overpriced,Significantly Overpriced
La Vida Triangulo Hotel,23000.0,7882.6,11654.2,15117.4,11345.8,65.73,49.33,Significantly Overpriced,Significantly Overpriced
Lara Garden Hotel,7369.1,8389.9,8268.2,-1020.7999999999993,-899.1000000000004,13.85,12.2,Overpriced,Overpriced
Lazz Hotel By Ketenci,8148.0,10825.0,8957.3,-2677.0,-809.2999999999993,32.85,9.93,Significantly Overpriced,Slight Overpriced
Lara Beach Homes,5151.4,8304.3,6244.0,-3152.8999999999996,-1092.6000000000004,61.2,21.21,Significantly Overpriced,Significantly Overpriced
Korsan Ada Hotel,9465.8,12409.0,12816.6,-2943.2000000000007,-3350.800000000001,31.09,35.4,Significantly Overpriced,Significantly Overpriced
Likya Gardens Hotel,27484.0,13069.1,24643.3,14414.9,2840.7000000000007,52.45,10.34,Significantly Overpriced,Overpriced
Leaf River Suites,11682.7,8630.3,9919.8,3052.4000000000015,1762.9000000000015,26.13,15.09,Significantly Overpriced,Overpriced
Likya Pavilion Hotel,44009.5,8872.6,31268.6,35136.9,12740.900000000001,79.84,28.95,Significantly Overpriced,Significantly Overpriced
London House Hotel,2795.0,11000.2,6644.8,-8205.2,-3849.8,293.57,137.74,Significantly Overpriced,Significantly Overpriced
Leylak Alaçatı,10000.0,11714.4,9097.9,-1714.3999999999996,902.1000000000004,17.14,9.02,Overpriced,Slight Overpriced
Lemon Park House,4500.0,9115.2,11257.4,-4615.200000000001,-6757.4,102.56,150.16,Significantly Overpriced,Significantly Overpriced
Likya Residence Hotel Spa,25869.4,10197.6,36830.6,15671.800000000001,-10961.199999999997,60.58,42.37,Significantly Overpriced,Significantly Overpriced
Lilyum Alaçatı Taş Ev,7900.0,11453.6,9080.0,-3553.6000000000004,-1180.0,44.98,14.94,Significantly Overpriced,Overpriced
Lukka Exclusive Hotel,24909.2,12530.1,26724.8,12379.1,-1815.5999999999985,49.7,7.29,Significantly Overpriced,Slight Overpriced
Lures Hotel,36960.0,14260.9,32018.4,22699.1,4941.5999999999985,61.42,13.37,Significantly Overpriced,Overpriced
Lilium Boutique Hotel,11394.6,8411.4,9046.8,2983.2000000000007,2347.800000000001,26.18,20.6,Significantly Overpriced,Significantly Overpriced
Livaneli Boutique Hotel,7000.0,12403.9,8503.8,-5403.9,-1503.7999999999993,77.2,21.48,Significantly Overpriced,Significantly Overpriced
The Wind Sycamore Holiday Villas İn Belek,24192.9,8037.1,22875.0,16155.800000000001,1317.9000000000015,66.78,5.45,Significantly Overpriced,Slight Overpriced
Mersoy Bellavista +14,8417.7,11000.1,16054.6,-2582.3999999999996,-7636.9,30.68,90.72,Significantly Overpriced,Significantly Overpriced
Lupia Suite,19465.6,12002.8,18059.9,7462.799999999999,1405.699999999997,38.34,7.22,Significantly Overpriced,Slight Overpriced
Luwi Life Concept,8904.1,7183.4,6889.0,1720.7000000000007,2015.1000000000004,19.32,22.63,Overpriced,Significantly Overpriced
Mare Deluxe Residence,43178.1,11706.5,14234.1,31471.6,28944.0,72.89,67.03,Significantly Overpriced,Significantly Overpriced
Mara Bahçe Alaçatı,10000.0,11285.5,12051.0,-1285.5,-2051.0,12.86,20.51,Overpriced,Significantly Overpriced
Villa Levante Hotel,18000.0,11000.1,16054.6,6999.9,1945.3999999999996,38.89,10.81,Significantly Overpriced,Overpriced
Uk Blue Coast Hotel,13680.0,11089.6,12927.6,2590.3999999999996,752.3999999999996,18.94,5.5,Overpriced,Slight Overpriced
Üstün Hotel Alsancak,6361.1,11544.2,7580.3,-5183.1,-1219.1999999999998,81.48,19.17,Significantly Overpriced,Overpriced
Villa Mila Alaçatı,12000.0,11825.2,9533.8,174.79999999999927,2466.2000000000007,1.46,20.55,Fair,Significantly Overpriced
Yalıpark Beach Hotel,17190.4,11512.2,15424.8,5678.200000000001,1765.6000000000022,33.03,10.27,Significantly Overpriced,Overpriced
Alados Otel,39168.0,9529.6,22149.8,29638.4,17018.2,75.67,43.45,Significantly Overpriced,Significantly Overpriced
Z Otel Çeşme,7315.0,11376.5,13340.9,-4061.5,-6025.9,55.52,82.38,Significantly Overpriced,Significantly Overpriced
Collesium Garden,7200.0,7932.0,7650.1,-732.0,-450.10000000000036,10.17,6.25,Overpriced,Slight Overpriced
Club Sideris Otel,41777.9,11526.1,34206.8,30251.800000000003,7571.0999999999985,72.41,18.12,Significantly Overpriced,Overpriced
Alya Villa Butik Hotel,26070.0,9024.3,21127.4,17045.7,4942.5999999999985,65.38,18.96,Significantly Overpriced,Overpriced
Drvilla Suits,3800.0,8507.2,5969.0,-4707.200000000001,-2169.0,123.87,57.08,Significantly Overpriced,Significantly Overpriced
Lujo Bodrum,93399.6,20082.2,63392.0,73317.40000000001,30007.600000000006,78.5,32.13,Significantly Overpriced,Significantly Overpriced
Regnum Carya,71400.0,23109.0,64691.7,48291.0,6708.300000000003,67.63,9.4,Significantly Overpriced,Slight Overpriced
Sea Bird Hotel,5508.0,13325.0,8505.0,-7817.0,-2997.0,141.92,54.41,Significantly Overpriced,Significantly Overpriced
Suess Alaçatı,15600.0,9399.8,13283.8,6200.200000000001,2316.2000000000007,39.74,14.85,Significantly Overpriced,Overpriced
Kalinda Inn Otel,10268.0,12101.0,10310.6,-1833.0,-42.600000000000364,17.85,0.41,Overpriced,Fair
Eldar Garden Resort,11169.6,12640.1,11499.1,-1470.5,-329.5,13.17,2.95,Overpriced,Fair
Club Bella Mare Beach,12900.0,13250.0,14515.2,-350.0,-1615.2000000000007,2.71,12.52,Fair,Overpriced
Adonis Hotel,22500.0,14329.0,25450.1,8171.0,-2950.0999999999985,36.32,13.11,Significantly Overpriced,Overpriced
Aska Lara Resort Spa,29836.8,14657.4,29294.3,15179.4,542.5,50.87,1.82,Significantly Overpriced,Fair
Blue Marlin Deluxe Spa Resort,13440.0,13641.6,15820.7,-201.60000000000036,-2380.7000000000007,1.5,17.71,Fair,Overpriced
Bodrum Holiday Resort,10500.0,15418.2,14857.7,-4918.200000000001,-4357.700000000001,46.84,41.5,Significantly Overpriced,Significantly Overpriced
City Point Beach Spa Hotel,26623.9,13626.2,27252.7,12997.7,-628.7999999999993,48.82,2.36,Significantly Overpriced,Fair
Club Grand Aqua,24192.0,13326.1,24226.3,10865.9,-34.29999999999927,44.92,0.14,Significantly Overpriced,Fair
Club Hotel Turan Prince World,15922.2,16337.6,17604.8,-415.39999999999964,-1682.5999999999985,2.61,10.57,Fair,Overpriced
Daima Biz Hotel,16065.0,15245.0,17825.7,820.0,-1760.7000000000007,5.1,10.96,Slight Overpriced,Overpriced
Diamond Beach Hotel,12600.0,15176.1,15584.2,-2576.1000000000004,-2984.2000000000007,20.45,23.68,Significantly Overpriced,Significantly Overpriced
Green Nature Resort Spa,20563.2,12866.0,19004.6,7697.200000000001,1558.6000000000022,37.43,7.58,Significantly Overpriced,Slight Overpriced
Select Apart Hotel,4601.2,9207.7,7856.3,-4606.500000000001,-3255.1000000000004,100.12,70.74,Significantly Overpriced,Significantly Overpriced
Adrasan Deniz Hotel,16100.8,10214.1,13148.4,5886.699999999999,2952.3999999999996,36.56,18.34,Significantly Overpriced,Overpriced
Justiniano Deluxe Resort,37296.0,14127.5,30895.6,23168.5,6400.4000000000015,62.12,17.16,Significantly Overpriced,Overpriced
Kaya Palazzo Resort Residences Le Chic Bodrum,14700.0,14402.4,15945.0,297.60000000000036,-1245.0,2.02,8.47,Fair,Slight Overpriced
Laur Hotels Experience Elegance,27972.0,15411.6,28306.2,12560.4,-334.2000000000007,44.9,1.19,Significantly Overpriced,Fair
Balmy Beach Resort Kemer,5999.9,13083.6,7743.1,-7083.700000000001,-1743.2000000000007,118.06,29.05,Significantly Overpriced,Significantly Overpriced
Sui Resort Hotel,37719.6,12904.1,31614.0,24815.5,6105.5999999999985,65.79,16.19,Significantly Overpriced,Overpriced
Side Win Hotel,14767.2,11105.9,10304.8,3661.300000000001,4462.4000000000015,24.79,30.22,Significantly Overpriced,Significantly Overpriced
Maja Luxury Resort Hotel Çeşme,47039.0,12928.8,38221.4,34110.2,8817.599999999999,72.51,18.75,Significantly Overpriced,Overpriced
Side Bay Hotel,7442.3,11183.0,7935.4,-3740.7,-493.09999999999945,50.26,6.63,Significantly Overpriced,Slight Overpriced
Class Unique Beach Hotel +13,21600.0,11000.1,16054.6,10599.9,5545.4,49.07,25.67,Significantly Overpriced,Significantly Overpriced
Jacaranda Luxury Hotel,5600.0,16077.9,26206.0,-10477.9,-20606.0,187.11,367.96,Significantly Overpriced,Significantly Overpriced
Dikelya Otel Dikili,12000.0,12823.0,11473.5,-823.0,526.5,6.86,4.39,Slight Overpriced,Fair
Tamara Business Antalya,6600.0,9692.6,9201.3,-3092.6000000000004,-2601.2999999999993,46.86,39.41,Significantly Overpriced,Significantly Overpriced
Novva Hotels Kaş,11012.0,9134.4,10927.4,1877.6000000000004,84.60000000000036,17.05,0.77,Overpriced,Fair
Kahveci Alibey Hotel Luxury Concept,8305.7,12970.8,9903.7,-4665.0999999999985,-1598.0,56.17,19.24,Significantly Overpriced,Overpriced
Costa Viva Hotel,9369.0,10487.5,9721.4,-1118.5,-352.39999999999964,11.94,3.76,Overpriced,Fair
İsnova Hotel,8700.0,11803.8,13517.1,-3103.7999999999993,-4817.1,35.68,55.37,Significantly Overpriced,Significantly Overpriced
Acapulco Resort Convention Spa Hotel,28470.0,15963.3,26874.1,12506.7,1595.9000000000015,43.93,5.61,Significantly Overpriced,Slight Overpriced
Akrones Thermal Hotel Spa,15744.0,15110.7,26438.0,633.2999999999993,-10694.0,4.02,67.92,Fair,Significantly Overpriced
Bn Hotel Thermal Wellness,23120.0,15625.4,20854.0,7494.6,2266.0,32.42,9.8,Significantly Overpriced,Slight Overpriced
Concorde Tower Casino Convention Spa,30240.0,12957.8,26765.0,17282.2,3475.0,57.15,11.49,Significantly Overpriced,Overpriced
