id,otel_id,otel_ad,yorum,opion,score
139,4,Adin Beach Hotel,Soguk kahve boyle bir tesiste nasil olmaz anlamadim onun disinda iyiydi,olumlu,0.9829266667366028
140,4,Adin Beach Hotel,"Personel cok guler yuzlu ve iyilerdi, onca yogunluga ragmen samimi ve yardimsever, temizlik de cok iyiydi. Bir tane bile sinek gormedik diyebilirim",olumlu,0.9959394931793213
141,4,Adin Beach Hotel,Tum hizmetlerden cok memnun kaldik,olumlu,0.9870408773422241
142,30,Justiniano Park Conti Club,"Aktiviteleri gayet iyidi, havuzu genis , sahilde yeteri kadar sezlong vs vardi, beach barlar vs yeterliydi, peyzaj guzeldi",olumlu,0.9910743236541748
143,30,Justiniano Park Conti Club,"Cok fazla kalabalik , restaurantta kendini serengetide gibi hissediyorsun , yemekler geneli hazir dondurulmus urunler birde oda farki odeyerek aldigim moonlight block oda yerine standart oda verdiler aradaki fiyat farkini ne otel nede tatil sepeti geri iade etme gibi teklifte bulunmadi",olumsuz,0.9885507225990295
144,30,Justiniano Park Conti Club,"Personel Guler yuzlu Temiz, hijyenik Animasyon iyi",olumlu,0.9978678226470947
145,30,Justiniano Park Conti Club,"Tatli,Meze,Et cesitleri",olumlu,0.6430043578147888
146,30,Justiniano Park Conti Club,Denizi cok guzel temiz berrak.,olumlu,0.986130952835083
147,30,Justiniano Park Conti Club,Personeller ter kokuyor,olumsuz,0.797935962677002
148,30,Justiniano Park Conti Club,Yemek cesitleri icecekler havuz ve eglence aktiviteleri oldukca guzel.,olumlu,0.9962727427482605
149,30,Justiniano Park Conti Club,Oda temizligine daha fazla ozen gosterilebilir,olumlu,0.5623782873153687
150,30,Justiniano Park Conti Club,Oda fena degildi. Ana restaurant calisanlari genel anlamda iyiydi. Pide grubunda calisan personel cok kibar ve ilgiliydi.  Kaydirakli havuzda gorevli cankurtaran cok iyiydi,olumlu,0.9884630441665649
151,30,Justiniano Park Conti Club,Denize yakin olan kisimda Lesya isimli calisan belki de kendisi yabanci uyruklu oldugu icin musterilere asiri kaba davraniyordu. Ayni zamanda snack bar'da calisan pasta veren kisimda olan personel asiri kabaydi. Ozellikle yabanci musterilere kibar ve ilgili davranirken yerli insanlara cok kaba davraniyordu. Yemekler ortalamaydi. Cesit anlaminda yeterliydi.,olumsuz,0.6678935885429382
152,329,Latanya Palm Hotel,Odalari gayet buyuk ve rahatti ferahti,olumlu,0.9500653743743896
153,329,Latanya Palm Hotel,Isitmali havuz vardi fakat isitma acik degildi buz gibiydi.,olumlu,0.5814131498336792
154,118,Tui Blue Pascha Bay,Temizlik ve personel harika.,olumlu,0.9952480792999268
155,118,Tui Blue Pascha Bay,Yemekler . Yemek yeme ortami. buyuklere yonelik hic bir aktivite yok. Aksam sikici.,olumlu,0.6315692067146301
156,118,Tui Blue Pascha Bay,Yiyecek cesidi ve personeli gercektende iyiydi.,olumlu,0.9969448447227478
157,118,Tui Blue Pascha Bay,"Denizi cok  kotu , giren herkesin ayagini kayalar yaraladi, girilmez yani. Boyle buyuklukte bir otel icin alternatif bir yuzme havuzu olmasi gerekirdi.",olumsuz,0.9979938864707947
158,118,Tui Blue Pascha Bay,Havuz 1.45 boyu ve ilik olmasi olumsuz yonu ve Deniz cok dalgali ve tasli hic yuzemedik..,olumsuz,0.9982495903968811
159,118,Tui Blue Pascha Bay,Odanin genis ve ferah olmasi. Odanin temizligi. Havuza denize restauranta yakin olmasi. Yemek salata meyve ve tatlilarin cok cesitli olmasi.,olumlu,0.9874128699302673
160,118,Tui Blue Pascha Bay,"Yemekler cok cesitliydi, ancak bazilari lezzetsizdi. Deniz dalgaliydi ve kayalikti. Sahilde soyunma odasi yoktu.",olumsuz,0.9689352512359619
337,70,Side Premium Hotel,Otel biraz kalabalik,olumlu,0.532328188419342
338,206,Mirage World Hotel,Yemekler guzel   havuzlar guzel,olumlu,0.9718013405799866
161,118,Tui Blue Pascha Bay,Otelin ilk etapta konumu denize sifirdi.Resepsitondan baslayarak cikisi kadar tum personel hem guler yuzlu hemde ilgiliydiler.Otelin yemek ve icecek skalasida gayet basariliydi.Ailecek guzel bir tatil gecirdik.,olumlu,0.9886144399642944
162,118,Tui Blue Pascha Bay,Otelde herhangi bir olumsuzluk olmadi.,olumlu,0.9923748970031738
163,203,Haydarpasha Palace,Yemekleri iyiydi. Calisanlar oldukca ilgili.,olumlu,0.9923003911972046
164,203,Haydarpasha Palace,Temizlik daha iyi olabilir. Kaydiraklatdaki botlar yetersiz.,olumsuz,0.9349250197410583
165,203,Haydarpasha Palace,hizmet kalitesi iyi,olumlu,0.9950527548789978
166,203,Haydarpasha Palace,Otel tesis olarak bu fiyatlari haketmiyor,olumsuz,0.9946290254592896
167,203,Haydarpasha Palace,Yemek Havuz Guler yuzlu personel Aktivite  Sahil  Havuz,olumlu,0.9918915629386902
168,203,Haydarpasha Palace,Yemek cesitleri bol,olumlu,0.9816910028457642
169,203,Haydarpasha Palace,Keske yabanci turist kadar deger gorebilsek,olumsuz,0.7368496060371399
170,330,Meric Hotel Turunc,"Yemeklerin, havuzun hijyeni iyiydi, Pool bar calisanlari ve deniz calisani oldukca ilgiliydi.",olumlu,0.995712161064148
171,330,Meric Hotel Turunc,"Oda temizlik hizmeti gelmedigi gun oldu , carsaflari hic degistirmedi. Sabun istedik koymadi. Yerleri supurmedi",olumlu,0.6311520934104919
172,330,Meric Hotel Turunc,Fiyat performans oteli diyebilirim.giris cikis islemleri hizliydi.personeller guleryuzlu.konumu da fena degildi,olumlu,0.9972836375236511
173,330,Meric Hotel Turunc,Yemek konusunda gercekten kendilerini bi level daha yukari atmalari sart.Ornegin salata hic yok salata malzemelerini dallariyla koyup bizim salata yapmamizi bekliyorlar sanirim. Lezzet olarak vasatti. Odaya su istedik Sebilden kendiniz doldurup goturun dendi ilginc !,olumsuz,0.8639450669288635
174,330,Meric Hotel Turunc,Personeller ilgili anlayisliydi aslinda fiyatina gore hersey iyiydi,olumlu,0.995123565196991
175,330,Meric Hotel Turunc,Temizlik ve kahvalti biraz eksik,olumsuz,0.9226153492927551
176,330,Meric Hotel Turunc,Oda temizlik personeli cok ilgilidir. Kendisine tesekkur ederim.,olumlu,0.9928273558616638
177,330,Meric Hotel Turunc,Su problemi mevcut. Icme suyu icin bir calisma yapilabilir.,olumlu,0.655927300453186
178,5,Alaiye Resort Spa,Her seyi mukemmeldi,olumlu,0.9745059609413147
179,5,Alaiye Resort Spa,Dondurma cesitleri artarsa cok iyi olur,olumlu,0.9790984392166138
180,5,Alaiye Resort Spa,Iki yetiskin iki cocuk ile aile odasinda konakladik. Bir haftalik tatilimizi otelimiz sayesinde doya doya gecirdik. Animasyon ekibi harikaydi. Seneye gorusmek uzere alaiyeeee…,olumlu,0.8452370762825012
181,5,Alaiye Resort Spa,Yemekleri bu kadar lezzetli yapmayin kardesim ??,olumlu,0.920262336730957
182,5,Alaiye Resort Spa,Resepsiyon gorevlileri ve otel yoneticileri ilgiliydi. Yemek kalitesi cesitler az olmasina ragmen iyiydi.,olumlu,0.991450309753418
183,5,Alaiye Resort Spa,Jolly tur otel temsilcisi bize extra paket satamadigi icin son derece ilgisiz davrandi. Ayrica oda temizligi konusunda ilgisizlik vardi.,olumlu,0.6756916046142578
184,5,Alaiye Resort Spa,Jolly tur gorevlisi  karsilamasi  ve bilgilendirmesi  iyi.havuzlar yeterli ve cok.dondurma ve pizza  servisini sevdik.oda temizligi iyiydi.,olumlu,0.9864341616630554
185,5,Alaiye Resort Spa,Icecek servisi yetersiz.buz yok bardak yok bardak temizligi  kotu  gibi.icecekler kalitesiz .aksam yemeginde masa aramak hos degil. Icecek servisi  sadece yabancilara  yapiliyor. Sabah 7 de bos sezlong  bulunmuyor.hepsi rezerve...,olumsuz,0.99569171667099
186,5,Alaiye Resort Spa,otelde bir olumsuyzluk yok. Ailecek gidilecek otel.,olumsuz,0.8852887153625488
187,120,Astoria Hotel,Fiyat performans lokasyon ve yemekler iyi,olumlu,0.9968701601028442
188,120,Astoria Hotel,Odalar kucuk tadilattan gecebilir,olumlu,0.8377236127853394
189,120,Astoria Hotel,Personel iyiydi Otel iyiydi Deniz temidi,olumlu,0.9932953119277954
190,120,Astoria Hotel,Yemekler iyi olabilir Turkce muzik yok  Hijyen daha iyi olabilir,olumlu,0.9782833456993103
191,120,Astoria Hotel,Her sey cok guzeldi.,olumlu,0.9550451040267944
192,120,Astoria Hotel,Olumsuz gorusum yok.,olumlu,0.8888267874717712
193,439,Marbas Select Beach,Yemekler ve icecekler gayet guzeldi. Ayrica calisan arkadaslardan cok memnun kaldik. Konum da iyiydi.,olumlu,0.9860262870788574
194,439,Marbas Select Beach,Maalesef plaj ufak ve sezlonglar cok yetersiz. Havuz da ufak ve ayni sekilde 5 tane sezlong var sadece. Hepsi kapiliyordu deniz ve havuz tarafi. Bu yonden hic memnun kalamadik.,olumsuz,0.9969248175621033
195,439,Marbas Select Beach,"YEMEKLER, HAVUZ-DENIZ, KONUMU, PERONEL  IYI",olumlu,0.9975537061691284
196,439,Marbas Select Beach,"TEMIZLIK PERSONELI HIC UGRAMADI, TV DE 2 GUN TEK KANAL(TRTR1) VARDI TEKNIK SERVIS GEC GELDI",olumsuz,0.5433686971664429
197,439,Marbas Select Beach,calisanlar genelde guler yuzlu yardimci ve cozum odakli hotelin konumu cok iyi tavsiye ederim,olumlu,0.9964399933815002
198,439,Marbas Select Beach,Odadaki duslar Ve Asansor com kotu,olumsuz,0.9923848509788513
199,439,Marbas Select Beach,"Otelin konumu, calisanlarin gayreti guzeldi",olumlu,0.9979251027107239
200,439,Marbas Select Beach,"Deniz manzarali satin aldigimiz odaya 1 gun gec yerlestik, kara manzarali oda verdiler. Aradaki farki iade etmediler. Ayrica, yemekhanede sebildeki suyu cesmeden dolduruyorlardi. Odaya kapali su istedigimizde nazlanarak verdiler. Odaya tuvalet kagidi bile koymadilar son 3 gun. Surekli tavuk yemegi cikariyorlardi. Otelin banyosunda dus teknesi var eski caglardan kalma. Surekli gider tikaniyordu. Yani genel anlamda bir daha onunden gecmek istemeyecegim bir otel.",olumsuz,0.9539064168930054
201,439,Marbas Select Beach,Lokasyon disinda olumlu hic bir yani yoktu.,olumsuz,0.9002582430839539
202,439,Marbas Select Beach,"Tamamen berbat bir otel. Calisanlar kaba ve asla yardimci olmuyorlar. Uzun bir yolculuk sonrasi vardigimizda bir bardak su icin yalvarmak zorunda kaldik. Buzu bile tane ile veriyorlar. Yemekler cok kotu, asla hersey dahil sinifinda degil. Kaldigim en kotu oteldi. Ertesi gun ciktik ve iptal istedik. Kesinlikle tavsiye etmem",olumsuz,0.9962669014930725
203,31,Kahya Resort Aqua Spa,"Personel yardimsever,guler yuzlu ve ilgiliydi, temizlik cok iyi, havuz ve aqua park harika, ortam guzel... tesekkurler",olumlu,0.9912809729576111
204,31,Kahya Resort Aqua Spa,"Oncelikle deniz icinin beton olmasi bu otele yakismiyor,bisey yapilabilir mi? Bilmiyorum...Yemekte izgaranin disari da oldugunu gosteren bir yazi yada yonlendirme, ilk gun geldigimde zorlandim. Odada, banyoda bardak yok,tanitim brosuru yok, yorum icin kagit var ama kalem yok.",olumsuz,0.9316326975822449
205,31,Kahya Resort Aqua Spa,fiyat performans iyi oda temizligi ve genel olarak temiz bir otel,olumlu,0.9979471564292908
206,31,Kahya Resort Aqua Spa,personel ilgisiz. Yemekler taze degil .,olumsuz,0.909687876701355
207,31,Kahya Resort Aqua Spa,Genel hizmet cok iyidi. Cok memnun  kaldim.,olumlu,0.9948198795318604
208,31,Kahya Resort Aqua Spa,Yerli turistlere biraz daha ilgi gosterilmesini rica ederim sadece nacizane fikrim.,olumsuz,0.5374348759651184
209,31,Kahya Resort Aqua Spa,Sahili iyilestirilebilir.,olumlu,0.9282527565956116
246,68,Sentido Kamelya Selin Hotel,Calisanlar genelde guler yuzlu konumu iyi yerde buyuk bir otel ozellikle cocuklu aileler icin cok uygun animasyon dan gazi bey cok ilgilendi tesekkur ederim ona buradan,olumlu,0.9974943995475769
210,31,Kahya Resort Aqua Spa,"Otele giris yaptigimiz  andan itibaren, guler yuzlu ve disiplinli  bir ekip karsiladi  bizi, ilgi ve alaka cok iydi, otel temizdi, havuzlar temizdi, yemekler lezzetli  ve cesit cok fazlaydi, tatilimizi yaptigimiz sure icinde hicbir olumsuzlukla karsilasmadik, tekrar otelinizde  tatil yapmayi dusunebilirim. Tesekkur ederim",olumlu,0.995238184928894
211,31,Kahya Resort Aqua Spa,Aksamlari animasyonlar yetersiz  sadecee 4 gunluk tatilde bir sefer animasyon yapildi. Belkide oteli acildigi  ilk haftaydi tatilimiz  bunday kaynakli olabilir.,olumsuz,0.6991523504257202
212,31,Kahya Resort Aqua Spa,Yemekler harikaydi ozellikle mezeler taze ve lezzetliydi ilk defa bir otelde kuzu tandir yedim hergun et ve balik vardi.,olumlu,0.9610400795936584
213,31,Kahya Resort Aqua Spa,"Tatli bolumu gelistirilmeli,pasta kremasi degistirilmeli.",olumlu,0.5369850397109985
214,31,Kahya Resort Aqua Spa,Otel ve calisanlari cok ilgiliydi hersey cok guzeldi,olumlu,0.9957793354988098
215,31,Kahya Resort Aqua Spa,Olumsuz bir durum goremedik,olumlu,0.7244361042976379
216,67,Sentido Kamelya Fulya Hotel,Herhangi bi konuda hayir ya da olumsuz bir geri donus aldigimiz hic olmadi tum personel guleryuzlu ve yardimci. Hizmet guzel ve kaliteli. Mutfak cok lezzetli cok kararinda. Tum tesis bina ici disi havuz bahce tuvaletler her yer her daim temiz. Buyuk bi tesis dolayisiyla biraz yoruluyorsunuz bir yerden bir yere gitmek basen biraz uzun ama her guzelin de bi kusuru:) dusunulmemis bir ayrinti hatirlamiyorum. Keyifli bi zaman gecirdik ailece…,olumlu,0.9825980067253113
217,67,Sentido Kamelya Fulya Hotel,Asansor maalesef yetersiz kaliyor. Surekli bi asansor bekleme hali.,olumsuz,0.9977884292602539
218,67,Sentido Kamelya Fulya Hotel,"Deniz, Konforlu Oda, Yeterli Sayida Havuz, Ilgili Personel ve Hizli Hizmet",olumlu,0.965004563331604
219,67,Sentido Kamelya Fulya Hotel,Yemeklerde Standart Olmamasi Yemeklerde Yetersiz Personel,olumsuz,0.8825980424880981
220,67,Sentido Kamelya Fulya Hotel,Havuz Deniz Konum Yemekler ve atistirmaliklar  Oda kalitesi Ideal bir aile oteli ve balayi oteli Personel,olumlu,0.9898597598075867
221,67,Sentido Kamelya Fulya Hotel,Eglence aktiviteleri biraz daha fazla ve cesitli olabilir,olumlu,0.6902806162834167
222,237,Sah Inn Paradise,Denizi cok kotu,olumsuz,0.9979288578033447
223,237,Sah Inn Paradise,Aqua park ve Deniz guzel,olumlu,0.9841256737709045
224,237,Sah Inn Paradise,Sivrisinek var odalarda ve kamelya ve aile havuzu kenarinda sezlonglarin etrafinda karinca kayniyordu iceceklerin kucuk bardaklarda verilmesi dusundurucu oralet kivami biseyler iciyoruz makinadan insan bari sodalari sisede verir ayrica restaurantta  kapali klimali yerde masalar yetersiz yemek yemek icin sira bekliyorsunuz odamizin yeri giriste havuzlara yakin olmasini  rica etmemize ragmen en uzak yerden verildi iki katli binalarda olsa asansor olmamasi cocuklu aileler icin cok ugrastirici,olumsuz,0.9859042763710022
225,237,Sah Inn Paradise,aile oteli turku cafesi lezetli yemekleri aquapark,olumlu,0.8740415573120117
226,237,Sah Inn Paradise,icecekleri cok az ve kalitesiz odalarda karinca cok var antalya havalimanina 2 saat uzaklikta ulasimi zor,olumsuz,0.7099430561065674
227,237,Sah Inn Paradise,Sizin icin hersey dusunulmus. Calisanlar guler yuzlu. Kendinizi guvende hissediyorsunuz. Yiyecek ve icecekler cok kaliteli. Animasyon ekibi harika.,olumlu,0.992012619972229
228,237,Sah Inn Paradise,"Guler yuzlu personel, tertemiz bir otel",olumlu,0.9896822571754456
229,237,Sah Inn Paradise,"Bocek cok, yemekler soguk",olumsuz,0.7332008481025696
230,6,Aletris Deluxe Hotel Spa,Cok temiz bir otel. Yiyecek cesitleri cok fazla. Calisanlar cok yorulmasina ragmen guler yuzlu,olumlu,0.9941555857658386
231,6,Aletris Deluxe Hotel Spa,Markali alkol restoranlarda yok maalesef  6 gun kaldim sadece lobi barda markali sise gordum. Restoranda rakilar cok kotuydu icemedim. Ayrica restoranda garson sayisi az,olumsuz,0.8822622299194336
232,6,Aletris Deluxe Hotel Spa,"icecek kalitesi, eglencesi ve temizligi cok yerinde bir otel. Kucuk bir otel olup, oda sayisi haylice fazla oldugundan kalabalik donemlerde degil de daha sakin donemlerde tercih edilebilir. Yemek cesidi kalan kisi sayisina gore az (Turk geceleri haricinde) ayrica yenilenmiyor. Alacarte de mukemmel bir hizmet sunuluyor. Ayrica Irish pub ta calisan Suayip bey otelin kaliteli yuzlerinden.",olumlu,0.9923706650733948
233,6,Aletris Deluxe Hotel Spa,"denize shuttle var ama kapali minubus tarzinda , yuruyerek denize gidip gelmek imkansiz. Yiyecek cesidi kalan kisi sayisina gore az oldugundan kalmiyor ve yenilenmiyor. Sezon oncesi gittigimde de ayni sorun vardi. bayramda gittigimde de ayni sorun vardi. Icecek kalitesi gercekten mukemmel. Hersey orjinal. Otel ozelliklerinde erken girisler , gec cikislar yaziyor. Odalar cok gec veriliyor. Aldiginizda odanin eksiklikleri oluyor zaten. Personel arttirilmali. Deniz snack'te yemek cesitleri arttirilmali.",olumsuz,0.6385904550552368
234,6,Aletris Deluxe Hotel Spa,Yemeklerin cesidi ve lezzeti sahaneydi. Alkollerin kalitesi tartisilmaz guzeldi. Odalar hergun duzenli olarak temizlendi. Otelden temizlik ve hijyen adina memnun kaldik. Deniz biraz uzak olmasina ragmen her an servis bulundugu icin ulasimda zorlanmadik.,olumlu,0.9732936024665833
235,6,Aletris Deluxe Hotel Spa,Animasyon ekibi (ozellikle DJ) ve aksam eglenceleri yetersizdi. Full olan otelde gece diskoda sadece 10 kisi olmasi ve DJ’in kotu olmasi nedeniyle aksamlari otelde yapacak bir sey bulamadik.,olumsuz,0.9510740041732788
236,6,Aletris Deluxe Hotel Spa,"Iceceklerin cok buyuk bolumu markali yerli ve yabanci icecekler ve ucretsiz sunuluyor.  Barmenler, restoran sefleri ve alakart restoran calisanlari islerini cok iyi biliyorlar ve sicakkanli hos sohbetler.",olumlu,0.9443814158439636
237,6,Aletris Deluxe Hotel Spa,Genel olarak fiyata gore kaliteli hizmet alabiliyorsunuz.  Cok olumsuzluk yok gibi.,olumlu,0.9637412428855896
238,6,Aletris Deluxe Hotel Spa,Temiz yeni personel tutumu iyi odalar iyi,olumlu,0.9983636140823364
239,6,Aletris Deluxe Hotel Spa,Sezlong yetersizligi Alacarte restoranlar 5 gece konaklamada da kullanilabilir olsa,olumsuz,0.9739654064178467
240,204,Hillstone Bodrum Hotel Spa,Guleryuzlu personel. Cok iyi bir spor salonu lezzetli yemekler. Guzel bir bahce.,olumlu,0.9159104228019714
241,204,Hillstone Bodrum Hotel Spa,Olumsuz hicbir elestiride bulunamayiz.,olumlu,0.9817613363265991
242,204,Hillstone Bodrum Hotel Spa,Ilk girisimizde ozellikle resepsiyonda karsilayan bayan personel ile baslayip tum personelin ilgisi ve guler yuzu harikaydi. Bitez’de bulunan plaj ile anlasmali olusu ve her gun arac gitmesi cok guzel. Bitez’in denizi efsane. Oda temizligi ve genel anlamda tum tesis temizligi cok iyiydi. Gitmeyi planlayanlara mutlaka tavsiyemdir. Tekrar gidebilirm.,olumlu,0.6995561718940735
243,204,Hillstone Bodrum Hotel Spa,Yarim pansiyonda sadece 1 aksam yemegi planlamasinda baya problem yasandi. 2 saat icerisnde ancak yemek yiyebildik. Ertesi gun durumu direk cozmuslerdi. Cozum odaklilar. Emekleri icin tesekkur ederiz.,olumlu,0.9878228306770325
244,204,Hillstone Bodrum Hotel Spa,Yemek kalitesi  Personel davranisi Konumu ve havuzu,olumlu,0.8919214010238647
245,204,Hillstone Bodrum Hotel Spa,"Anlasmali plaji daha kaliteli olabilir Odalarda, ortak alanlarda ve aksam ye.egu alaninda klimalar daha etkili ve verimli olmali",olumlu,0.9513481855392456
247,68,Sentido Kamelya Selin Hotel,Otelde 7.nci konaklamam otel oda konforu cok kotu kesinlikle odalari restarosyondan gecirilmeli duslar bozuk klimalar keza mobilyalar ve tasarim cok eski bir daha konaklama yapmam bu sekilde olursa 3 aile beraber kaldik ben mahcup oldum,olumsuz,0.9981434941291809
248,68,Sentido Kamelya Selin Hotel,"Havuzlar, animasyonlar, temizlik, personel",olumlu,0.8419906497001648
249,68,Sentido Kamelya Selin Hotel,Yemekler yeterdi ve kotu,olumsuz,0.9970505237579346
250,734,No81 Hotel,"Kalite, duzen",olumlu,0.8896723389625549
251,734,No81 Hotel,Erisim ( yollar ),olumlu,0.7419718503952026
